City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description,Country,Date
448,Waipawa,-41.4122,175.5153,64.45,99,100,6.49,light rain,NZ,2022-02-12 01:03:25
449,Port Hardy,50.6996,-127.4199,46.76,82,82,1.99,broken clouds,CA,2022-02-12 01:03:25
450,Cooma,-36.2333,149.1333,68.97,44,22,5.41,few clouds,AU,2022-02-12 01:03:25
451,Tafresh,34.692,50.013,35.78,98,100,4.76,overcast clouds,IR,2022-02-12 01:03:26
452,Berlin,52.5244,13.4105,35.98,88,0,8.01,clear sky,DE,2022-02-12 01:02:04
453,Ambulu,-8.345,113.6058,77.54,86,100,2.75,overcast clouds,ID,2022-02-12 01:03:26
454,Villazon,-22.0866,-65.5942,52.72,68,94,16.02,overcast clouds,BO,2022-02-12 01:04:26
455,Samarai,-10.6167,150.6667,83.3,58,68,11.81,broken clouds,PG,2022-02-12 01:04:27
456,Olovyannaya,50.95,115.5667,-16.44,100,98,2.95,overcast clouds,RU,2022-02-12 01:04:27
457,Lata,40.1629,-8.3327,49.71,94,100,1.34,overcast clouds,PT,2022-02-12 01:04:27
458,Saldanha,-33.0117,17.9442,64.33,93,18,15.28,few clouds,ZA,2022-02-12 01:03:05
459,Pailon,-17.65,-62.75,81.5,89,100,5.03,overcast clouds,BO,2022-02-12 01:04:28
460,Rio Verde De Mato Grosso,-18.9181,-54.8442,73.67,87,2,2.53,clear sky,BR,2022-02-12 01:04:28
461,Kuandian,40.7286,124.7847,23.92,46,13,3.91,few clouds,CN,2022-02-12 01:04:28
462,Kisangani,0.5167,25.2,72.21,74,100,1.5,overcast clouds,CD,2022-02-12 01:04:29
463,Ibotirama,-12.1853,-43.2206,73.06,81,97,0.67,overcast clouds,BR,2022-02-12 01:04:29
464,Tyukhtet,56.5389,89.3011,-13.13,97,5,5.77,clear sky,RU,2022-02-12 01:04:29
465,Goderich,43.7501,-81.7165,36.21,99,100,15.14,light snow,CA,2022-02-12 01:01:36
466,Karpathos,35.507,27.2132,53.56,76,0,3.44,clear sky,GR,2022-02-12 01:04:30
467,Ucluelet,48.9329,-125.5528,52.09,88,29,2.35,scattered clouds,CA,2022-02-12 01:00:42
468,Nyurba,63.2842,118.3319,-20.54,100,91,3.0,overcast clouds,RU,2022-02-12 01:04:30
469,Acapulco,16.8634,-99.8901,80.42,65,75,6.91,broken clouds,MX,2022-02-12 01:04:16
470,Castro-Urdiales,43.3829,-3.2204,46.98,88,100,6.24,overcast clouds,ES,2022-02-12 01:04:30
471,Necochea,-38.5473,-58.7368,59.04,57,100,15.95,light rain,AR,2022-02-12 01:04:31
472,Magdalena,14.1999,121.429,82.18,71,100,10.49,overcast clouds,PH,2022-02-12 01:04:31
473,Cayenne,4.9333,-52.3333,78.1,88,75,10.36,broken clouds,GF,2022-02-12 01:04:31
474,Moissala,8.3404,17.7663,71.55,17,0,3.22,clear sky,TD,2022-02-12 01:04:32
475,Plovdiv,42.15,24.75,35.67,75,58,4.61,broken clouds,BG,2022-02-12 01:04:32
476,Helena,46.5927,-112.0361,30.42,60,40,1.99,scattered clouds,US,2022-02-12 01:03:05
477,Formosa Do Rio Preto,-11.0483,-45.1931,72.1,84,19,1.1,few clouds,BR,2022-02-12 01:04:32
478,Koraput,18.8167,82.7167,54.91,82,21,1.81,few clouds,IN,2022-02-12 01:04:33
479,Maneadero,31.7167,-116.5667,66.09,64,0,3.0,clear sky,MX,2022-02-12 01:04:33
480,Tema,5.667,-0.0166,80.89,78,24,7.58,few clouds,GH,2022-02-12 01:04:33
481,Yerbogachen,61.2767,108.0108,-9.58,100,100,2.42,overcast clouds,RU,2022-02-12 01:04:33
482,Luderitz,-26.6481,15.1594,75.49,65,86,9.78,overcast clouds,NA,2022-02-12 01:02:16
483,Sao Filipe,14.8961,-24.4956,79.38,47,92,13.73,overcast clouds,CV,2022-02-12 01:02:06
484,Dubai,25.2582,55.3047,72.21,53,0,4.88,clear sky,AE,2022-02-12 01:01:53
485,Berlevag,70.8578,29.0864,30.27,67,100,19.84,overcast clouds,NO,2022-02-12 01:04:34
486,Anta,25.15,76.3,53.44,45,0,2.15,clear sky,IN,2022-02-12 01:04:34
487,Ilulissat,69.2167,-51.1,26.62,74,20,14.97,few clouds,GL,2022-02-12 01:04:35
488,Siderno,38.2779,16.302,53.56,51,100,5.17,overcast clouds,IT,2022-02-12 01:04:35
489,Rokytne,51.2796,27.214,32.94,94,100,10.63,overcast clouds,UA,2022-02-12 01:04:35
490,Pangnirtung,66.1451,-65.7125,2.37,88,100,2.17,overcast clouds,CA,2022-02-12 01:04:35
491,Caruray,10.3094,119.0128,80.73,82,72,9.17,broken clouds,PH,2022-02-12 01:04:36
492,Lasa,46.6166,10.7002,31.3,47,6,2.77,clear sky,IT,2022-02-12 01:04:36
493,Zalantun,48.0,122.7167,0.21,74,30,6.04,scattered clouds,CN,2022-02-12 01:04:36
494,Chamba,32.5667,76.1333,45.77,33,0,9.48,clear sky,IN,2022-02-12 01:04:37
495,Port Keats,-14.25,129.55,87.33,68,68,3.47,moderate rain,AU,2022-02-12 01:04:37
496,Zonguldak,41.25,31.8333,32.83,70,0,5.77,clear sky,TR,2022-02-12 01:04:37
497,Sumbawanga,-7.9667,31.6167,56.59,94,100,2.86,light rain,TZ,2022-02-12 01:04:37
498,Quzhou,28.9594,118.8686,44.4,97,100,0.27,overcast clouds,CN,2022-02-12 01:04:38
499,Brae,60.3964,-1.353,42.71,81,100,22.66,overcast clouds,GB,2022-02-12 01:04:38
500,Parksville,49.3163,-124.3195,47.98,94,33,1.99,scattered clouds,CA,2022-02-12 01:02:38
501,Zhezkazgan,47.8043,67.7144,21.18,93,75,17.9,broken clouds,KZ,2022-02-12 01:05:38
502,Khani,41.9563,42.9566,26.17,77,13,7.83,few clouds,GE,2022-02-12 01:05:39
503,Itacarambi,-15.1022,-44.0919,72.46,82,24,1.03,few clouds,BR,2022-02-12 01:05:39
504,Saint-Pierre,-21.3393,55.4781,76.68,65,100,4.61,overcast clouds,RE,2022-02-12 01:05:39
505,Torres Novas,39.4811,-8.5395,55.45,88,100,3.74,overcast clouds,PT,2022-02-12 01:04:17
506,Turayf,31.6725,38.6637,41.05,67,0,8.52,clear sky,SA,2022-02-12 01:05:40
507,Lowestoft,52.4752,1.7516,39.94,89,36,13.78,scattered clouds,GB,2022-02-12 01:05:40
508,North Bend,43.4065,-124.2243,64.24,67,0,9.22,clear sky,US,2022-02-12 01:05:40
509,Zhigansk,66.7697,123.3711,-30.91,100,100,5.97,overcast clouds,RU,2022-02-12 01:05:41
510,Sarangani,5.4033,125.4636,81.66,78,100,19.75,overcast clouds,PH,2022-02-12 01:05:41
511,Spirit River,55.7833,-118.8361,30.74,67,84,3.85,broken clouds,CA,2022-02-12 01:05:41
512,Mocuba,-16.8392,36.9856,70.63,94,100,2.93,overcast clouds,MZ,2022-02-12 01:05:41
513,Tautira,-17.7333,-149.15,86.02,73,66,12.82,broken clouds,PF,2022-02-12 01:05:42
514,High Level,58.5169,-117.136,-0.54,97,99,5.14,overcast clouds,CA,2022-02-12 01:05:04
515,Ribeira Brava,32.65,-17.0667,64.71,74,14,6.29,few clouds,PT,2022-02-12 01:05:42
516,Buribay,51.9617,58.1592,11.91,96,55,9.75,broken clouds,RU,2022-02-12 01:05:42
517,Albox,37.3886,-2.1495,50.45,84,6,0.78,clear sky,ES,2022-02-12 01:05:43
518,Na Wa,17.4897,104.1006,80.24,65,76,7.99,broken clouds,TH,2022-02-12 01:05:43
519,Rio Gallegos,-51.6226,-69.2181,57.25,77,75,10.36,broken clouds,AR,2022-02-12 01:05:43
520,Minsk,53.9,27.5667,31.75,97,97,7.4,overcast clouds,BY,2022-02-12 01:05:44
521,Darnah,32.767,22.6367,54.59,70,46,2.55,scattered clouds,LY,2022-02-12 01:05:44
522,Slave Lake,55.2834,-114.769,22.3,75,100,5.93,overcast clouds,CA,2022-02-12 01:03:54
523,Haimen,23.1935,116.6142,62.17,82,64,6.91,broken clouds,CN,2022-02-12 01:05:44
524,Ostrovnoy,68.0531,39.5131,14.9,96,94,8.23,overcast clouds,RU,2022-02-12 01:05:45
525,Luwingu,-10.2621,29.9271,61.48,97,100,1.32,light rain,ZM,2022-02-12 01:05:45
526,Yulara,-25.2406,130.9889,85.84,23,0,16.11,clear sky,AU,2022-02-12 01:05:45
527,Mulanje,-16.0316,35.5,66.87,93,100,2.95,overcast clouds,MW,2022-02-12 01:05:46
528,Namatanai,-3.6667,152.4333,84.31,69,91,1.54,light rain,PG,2022-02-12 01:05:46
529,Opuwo,-18.0607,13.84,67.41,92,100,5.55,overcast clouds,NA,2022-02-12 01:01:59
530,Verkhnevilyuysk,63.4453,120.3167,-21.53,100,94,2.98,overcast clouds,RU,2022-02-12 01:05:46
531,Faya,18.3851,42.4509,50.52,86,9,3.69,clear sky,SA,2022-02-12 01:05:47
532,Zharkent,44.1628,80.0,27.14,55,100,0.76,overcast clouds,KZ,2022-02-12 01:05:47
533,Rosetta,31.4044,30.4164,53.1,74,1,4.94,clear sky,EG,2022-02-12 01:05:47
534,Birnin Kebbi,12.4539,4.1975,68.99,13,1,10.09,clear sky,NG,2022-02-12 01:05:48
535,Guerrero Negro,27.9769,-114.0611,69.89,33,0,10.38,clear sky,MX,2022-02-12 01:05:48
536,Tawau,4.2498,117.8871,79.18,81,100,3.44,overcast clouds,MY,2022-02-12 01:05:48
537,Ranong,9.9658,98.6348,77.67,81,99,2.46,overcast clouds,TH,2022-02-12 01:05:49
538,Yenagoa,4.9247,6.2642,78.3,80,5,3.47,clear sky,NG,2022-02-12 01:05:49
539,Haverfordwest,51.8017,-4.9691,47.05,75,100,10.0,overcast clouds,GB,2022-02-12 01:05:49
540,Ouadda,8.0777,22.4007,69.37,20,52,6.89,broken clouds,CF,2022-02-12 01:05:49
541,Mamallapuram,12.6264,80.1722,79.05,72,13,10.36,few clouds,IN,2022-02-12 01:05:50
542,Majene,-3.5403,118.9707,75.83,91,100,6.4,light rain,ID,2022-02-12 01:05:50
543,Khandyga,62.6667,135.6,-34.24,97,82,0.22,broken clouds,RU,2022-02-12 01:05:50
544,San Rafael Del Sur,11.8485,-86.4384,81.34,63,1,12.19,clear sky,NI,2022-02-12 01:05:51
545,Esmeraldas,-19.7625,-44.3139,68.86,97,100,2.73,overcast clouds,BR,2022-02-12 01:06:51
546,Dhanaula,30.2833,75.5833,45.07,62,0,4.72,clear sky,IN,2022-02-12 01:06:51
547,Ancud,-41.8697,-73.8203,57.42,72,42,5.59,scattered clouds,CL,2022-02-12 01:06:52
548,Bilma,18.6853,12.9164,60.28,25,0,6.33,clear sky,NE,2022-02-12 01:06:52
549,Pinsk,52.1229,26.0951,32.83,94,100,11.16,overcast clouds,BY,2022-02-12 01:06:52
550,Mao,39.8885,4.2658,46.96,93,0,5.75,clear sky,ES,2022-02-12 01:06:52
551,Townsville,-19.25,146.8,85.08,58,40,12.66,scattered clouds,AU,2022-02-12 01:06:53
552,Sale,34.0389,-6.8166,53.64,100,20,0.0,mist,MA,2022-02-12 01:04:44
553,Antalaha,-14.9003,50.2788,72.27,89,4,5.35,clear sky,MG,2022-02-12 01:06:53
554,Andenes,69.3143,16.1194,24.78,80,100,9.22,overcast clouds,NO,2022-02-12 01:06:53
555,Touros,-5.1989,-35.4608,81.5,80,90,8.34,overcast clouds,BR,2022-02-12 01:06:54
556,Kholtoson,50.2981,103.3097,-17.28,99,82,2.19,broken clouds,RU,2022-02-12 01:06:54
557,Hami,42.8,93.45,28.36,57,100,4.59,overcast clouds,CN,2022-02-12 01:06:54
558,Bitkine,11.9801,18.2138,69.21,16,25,7.45,scattered clouds,TD,2022-02-12 01:06:55
559,Bereda,43.2686,-7.5406,48.92,100,100,0.36,overcast clouds,ES,2022-02-12 01:06:55
560,Ust-Tsilma,65.441,52.1498,16.63,93,100,10.42,light snow,RU,2022-02-12 01:06:55
561,Matelica,43.2541,13.0106,46.96,89,100,3.69,overcast clouds,IT,2022-02-12 01:06:55
562,Praia,14.9215,-23.5087,73.94,60,0,21.85,clear sky,CV,2022-02-12 01:04:01
563,Tigil,57.8,158.6667,-3.24,94,37,2.39,scattered clouds,RU,2022-02-12 01:06:56
564,Largs,55.7963,-4.8634,45.28,93,100,27.78,light rain,GB,2022-02-12 01:06:56
565,North Augusta,33.5018,-81.9651,60.15,56,0,6.91,clear sky,US,2022-02-12 01:02:55
566,Eureka,40.8021,-124.1637,67.68,70,100,4.32,overcast clouds,US,2022-02-12 01:04:16
567,Bageshwar,29.85,79.7667,41.67,43,0,3.24,clear sky,IN,2022-02-12 01:06:56
568,Vila,42.0304,-8.1588,44.33,89,95,2.3,overcast clouds,PT,2022-02-12 01:06:57
569,Kamenka,51.3223,42.7678,30.74,88,100,13.18,overcast clouds,RU,2022-02-12 01:06:57
570,Axim,4.8699,-2.2405,78.24,88,74,6.33,broken clouds,GH,2022-02-12 01:06:57
571,Indapur,18.3,73.25,69.78,39,27,3.76,scattered clouds,IN,2022-02-12 01:06:58
572,Salinopolis,-0.6136,-47.3561,78.15,86,100,9.01,overcast clouds,BR,2022-02-12 01:06:58
573,Luanda,-8.8368,13.2343,75.18,87,100,6.4,overcast clouds,AO,2022-02-12 01:06:58
574,Verkhoturye,58.8627,60.8054,7.48,95,100,6.15,light snow,RU,2022-02-12 01:06:58
575,Vestmannaeyjar,63.4427,-20.2734,33.01,72,100,9.31,overcast clouds,IS,2022-02-12 01:06:59
576,Sao Francisco,-15.9486,-44.8644,71.38,90,55,3.78,light rain,BR,2022-02-12 01:04:40
577,Bosaso,11.2842,49.1816,72.77,70,58,4.68,broken clouds,SO,2022-02-12 01:06:59
578,Kyra,49.5776,111.9753,-14.17,90,79,3.18,broken clouds,RU,2022-02-12 01:06:59
579,Ust-Kuyga,70.0167,135.6,-21.73,98,98,7.9,overcast clouds,RU,2022-02-12 01:07:00
580,Saint-Leu,-21.15,55.2833,76.06,78,8,5.19,light rain,RE,2022-02-12 01:07:00
581,Lac Du Bonnet,50.2536,-96.0612,-22.43,97,7,6.91,clear sky,CA,2022-02-12 01:07:00
582,Mujiayingzi,42.1167,118.7833,14.52,75,100,5.82,overcast clouds,CN,2022-02-12 01:07:01
583,Pierre,44.3683,-100.351,18.05,66,44,15.01,scattered clouds,US,2022-02-12 01:02:03
584,Durban,-29.8579,31.0292,79.02,89,40,1.01,scattered clouds,ZA,2022-02-12 01:07:01
585,Haukipudas,65.1765,25.3523,14.05,98,47,5.66,scattered clouds,FI,2022-02-12 01:07:01
586,Esfarayen,37.0765,57.5101,37.09,77,100,4.36,overcast clouds,IR,2022-02-12 01:07:02
587,Syracuse,37.0881,15.2792,50.31,73,100,5.35,overcast clouds,IT,2022-02-12 01:07:02
588,Kamarion,36.8,25.8167,52.75,61,5,6.4,clear sky,GR,2022-02-12 01:07:02
589,Pouebo,-20.4,164.5667,84.29,72,71,8.12,broken clouds,NC,2022-02-12 01:07:02
590,Rawson,-43.3002,-65.1023,61.83,47,100,13.27,overcast clouds,AR,2022-02-12 01:07:03
591,Marsa Matruh,31.3525,27.2453,53.06,67,0,4.99,clear sky,EG,2022-02-12 01:07:03
592,Dolores,-36.3132,-57.6792,60.21,66,100,14.81,light rain,AR,2022-02-12 01:07:03
593,Remanso,-9.6179,-42.0831,74.8,79,21,3.85,few clouds,BR,2022-02-12 01:07:04
594,Stornoway,58.2093,-6.3865,46.36,93,75,32.21,broken clouds,GB,2022-02-12 01:08:04
595,Zhangzhou,24.5133,117.6556,62.15,82,25,1.97,scattered clouds,CN,2022-02-12 01:08:05
596,Okhotsk,59.3833,143.3,-5.57,77,33,9.35,scattered clouds,RU,2022-02-12 01:08:05
597,Fallon,39.4735,-118.7774,60.67,32,0,4.61,clear sky,US,2022-02-12 01:08:05
598,Lumut,4.2323,100.6298,76.24,83,79,5.01,broken clouds,MY,2022-02-12 01:08:06
599,Abu Dhabi,24.4667,54.3667,66.22,59,0,4.61,clear sky,AE,2022-02-12 01:08:06
600,Ak-Dovurak,51.1833,90.6,-25.71,95,86,1.16,overcast clouds,RU,2022-02-12 01:08:06
601,Ibra,22.6906,58.5334,59.29,69,0,3.78,clear sky,OM,2022-02-12 01:08:07
602,Dickinson,29.4608,-95.0513,66.09,79,0,3.44,clear sky,US,2022-02-12 01:08:07
603,Oistins,13.0667,-59.5333,77.09,57,20,20.71,few clouds,BB,2022-02-12 01:04:49
604,Qaqortoq,60.7167,-46.0333,25.3,84,100,8.79,overcast clouds,GL,2022-02-12 01:08:07
605,Cap Malheureux,-19.9842,57.6142,75.69,81,98,1.99,overcast clouds,MU,2022-02-12 01:06:51
606,Lakhtar,22.85,71.7833,59.54,32,0,7.29,clear sky,IN,2022-02-12 01:08:08
607,Iquitos,-3.7481,-73.2472,75.24,100,75,4.61,broken clouds,PE,2022-02-12 01:08:08
608,Batouri,4.4333,14.3667,69.48,24,70,1.45,broken clouds,CM,2022-02-12 01:08:08
609,Aksarka,66.5606,67.7975,-3.01,87,100,11.1,overcast clouds,RU,2022-02-12 01:08:09
610,Sarakhs,36.5449,61.1577,46.96,68,100,8.39,overcast clouds,IR,2022-02-12 01:08:09
611,Baoro,5.6667,15.9667,66.43,18,23,5.12,few clouds,CF,2022-02-12 01:08:09
612,Severnoye,56.3491,78.3619,-16.55,100,100,5.88,overcast clouds,RU,2022-02-12 01:08:10
613,Benguela,-12.5763,13.4055,74.79,76,100,4.61,overcast clouds,AO,2022-02-12 01:08:10
614,Shenjiamen,29.9576,122.298,47.26,90,100,11.05,overcast clouds,CN,2022-02-12 01:08:10
615,Hualmay,-11.0964,-77.6139,71.1,81,90,8.9,overcast clouds,PE,2022-02-12 01:08:11
616,Sechura,-5.5569,-80.8222,73.74,72,100,14.12,overcast clouds,PE,2022-02-12 01:08:11
617,Port Augusta,-32.5,137.7667,84.7,23,0,4.34,clear sky,AU,2022-02-12 01:08:11
618,Port-Cartier,50.0334,-66.8654,16.75,91,100,5.53,overcast clouds,CA,2022-02-12 01:08:12
619,Tres Arroyos,-38.3739,-60.2798,54.01,64,99,6.55,overcast clouds,AR,2022-02-12 01:08:12
620,Tabas,33.5959,56.9244,53.53,40,93,4.92,overcast clouds,IR,2022-02-12 01:08:12
621,Tual,-5.6667,132.75,82.29,69,84,1.01,broken clouds,ID,2022-02-12 01:08:13
622,Sunrise Manor,36.2111,-115.0731,77.09,11,0,8.05,clear sky,US,2022-02-12 01:08:13
623,Skjervoy,70.0311,20.9714,29.71,66,100,16.87,light snow,NO,2022-02-12 01:08:13
624,Coihaique,-45.5752,-72.0662,57.15,58,0,8.05,clear sky,CL,2022-02-12 01:08:13
625,Gondanglegi,-7.7479,112.0132,74.71,95,100,4.79,overcast clouds,ID,2022-02-12 01:08:14
626,Carupano,10.6678,-63.2585,74.86,86,12,13.22,few clouds,VE,2022-02-12 01:08:14
627,Sungairaya,0.7,108.9,76.73,89,95,4.0,overcast clouds,ID,2022-02-12 01:08:14
628,Makhachkala,42.9764,47.5024,33.78,70,7,6.02,clear sky,RU,2022-02-12 01:08:15
629,Bambanglipuro,-7.95,110.2833,79.07,82,100,5.41,overcast clouds,ID,2022-02-12 01:08:15
630,Road Town,18.4167,-64.6167,75.99,75,7,22.55,clear sky,VG,2022-02-12 01:08:15
631,Awjilah,29.1081,21.2869,51.3,55,0,5.37,clear sky,LY,2022-02-12 01:08:16
632,Bud,39.447,-86.1758,40.41,93,88,10.0,overcast clouds,US,2022-02-12 01:08:16
633,Imeni Poliny Osipenko,52.4201,136.4853,11.71,92,100,11.25,light snow,RU,2022-02-12 01:08:16
634,Niteroi,-22.8833,-43.1036,77.59,83,75,5.75,broken clouds,BR,2022-02-12 01:08:16
635,Marawi,7.9986,124.2928,77.25,72,16,1.77,few clouds,PH,2022-02-12 01:08:17
636,Kiunga,-6.1219,141.2906,87.19,58,36,2.24,scattered clouds,PG,2022-02-12 01:08:17
637,Thaba-Tseka,-29.522,28.6084,54.97,54,30,1.79,scattered clouds,LS,2022-02-12 01:08:17
638,San Pedro De Lloc,-7.4328,-79.5058,72.03,75,47,12.12,scattered clouds,PE,2022-02-12 01:08:18
639,Biskupiec,53.8647,20.9569,31.82,78,8,11.86,clear sky,PL,2022-02-12 01:08:18
640,Tura,25.5198,90.2201,52.83,69,0,2.71,clear sky,IN,2022-02-12 01:08:18
641,Batagay-Alyta,67.8006,130.4114,-21.73,88,63,5.17,broken clouds,RU,2022-02-12 01:08:19
642,Shakiso,5.75,38.9167,56.46,49,29,3.74,scattered clouds,ET,2022-02-12 01:09:19
643,Scarborough,54.2797,-0.4044,39.83,82,100,11.01,overcast clouds,GB,2022-02-12 01:09:00
644,Mpulungu,-8.7623,31.1141,70.18,84,99,2.68,overcast clouds,ZM,2022-02-12 01:09:19
645,Tarpon Springs,28.1461,-82.7568,65.21,81,0,1.99,clear sky,US,2022-02-12 01:06:21
646,Vila Do Maio,15.1333,-23.2167,74.19,75,100,15.17,overcast clouds,CV,2022-02-12 01:09:20
647,Djambala,-2.5447,14.7533,71.76,81,96,2.04,overcast clouds,CG,2022-02-12 01:09:20
648,Znamenskoye,57.1281,73.8282,-10.39,97,33,6.49,scattered clouds,RU,2022-02-12 01:09:20
649,Nizwa,22.9333,57.5333,59.7,65,0,2.68,clear sky,OM,2022-02-12 01:09:21
650,Plettenberg Bay,-34.0527,23.3716,64.33,81,0,3.85,clear sky,ZA,2022-02-12 01:09:21
651,Teplyk,48.6657,29.745,39.65,89,100,12.59,overcast clouds,UA,2022-02-12 01:09:21
652,Evensk,61.95,159.2333,-5.76,75,21,4.18,few clouds,RU,2022-02-12 01:09:22
653,Adana,36.985,35.2881,42.82,75,0,5.75,clear sky,TR,2022-02-12 01:09:22
654,Umm Lajj,25.0213,37.2685,64.27,36,0,21.05,clear sky,SA,2022-02-12 01:09:22
655,Itaituba,-4.2761,-55.9836,73.98,98,100,1.63,light rain,BR,2022-02-12 01:08:08
656,Shanghai,31.2222,121.4581,48.07,68,40,6.71,scattered clouds,CN,2022-02-12 01:09:23
657,Quatre Cocos,-20.2078,57.7625,75.31,82,81,2.71,broken clouds,MU,2022-02-12 01:09:23
658,Taoudenni,22.6783,-3.9836,60.89,25,0,11.56,clear sky,ML,2022-02-12 01:09:23
659,Baykit,61.67,96.37,-18.65,98,9,1.59,clear sky,RU,2022-02-12 01:09:24
660,Karanpura,29.1018,75.092,53.33,31,0,4.74,clear sky,IN,2022-02-12 01:09:24
661,Bensonville,6.4461,-10.6125,76.55,96,10,1.48,clear sky,LR,2022-02-12 01:09:24
662,Balabac,7.9868,117.0645,81.09,82,79,13.35,broken clouds,PH,2022-02-12 01:09:25
663,Maumere,-8.6199,122.2111,80.24,82,100,2.51,light rain,ID,2022-02-12 01:09:25
664,Eldorado,-23.7869,-54.2836,73.08,62,0,3.13,clear sky,BR,2022-02-12 01:08:31
665,Santa Fe,-31.6333,-60.7,66.0,80,100,11.99,light rain,AR,2022-02-12 01:08:27
666,Dukat,62.55,155.55,-15.59,77,80,3.33,broken clouds,RU,2022-02-12 01:09:25
667,Tomigusuku,26.185,127.675,71.37,71,75,12.66,broken clouds,JP,2022-02-12 01:09:26
668,Gorontalo,0.5412,123.0595,81.45,82,100,1.12,overcast clouds,ID,2022-02-12 01:09:26
669,Abomsa,9.9833,39.9833,64.44,49,5,1.19,clear sky,ET,2022-02-12 01:09:26
670,Udachnyy,66.4167,112.4,-16.33,100,99,3.27,overcast clouds,RU,2022-02-12 01:09:27
671,Sibu,2.3,111.8167,73.47,98,100,1.63,overcast clouds,MY,2022-02-12 01:09:27
